,review_author,review_header,review_helpful,review_posted_date,review_rating,review_text,review_length
544,Cassie,Very accurate,0,2016-09-12,5.0,The scale was perfect for what I needed. It is super accurate. I was less than a pound away from the real weight at the airport. I think this scale was more than worth the money and is really wonderful.,202
545,Amazon Customer,Five Stars,0,2016-09-12,5.0,"Great product, perfect price!",29
546,Umer,Five Stars,0,2016-09-12,5.0,Very simple to use and very easy to change units. Small enough that's it's not a problem to pack.,97
547,DJ,Like it a lot,0,2016-09-12,4.0,Works as described. Like it a lot.,34
548,Rafael Durand,Great Item,0,2016-09-12,5.0,excellent item at a very reasonable price!,42
549,Amazon Customer,Five Stars,0,2016-09-11,5.0,Thanx,5
550,David Lafferty,Absolutely horrible,4,2016-09-11,1.0,"Item broke upon first use.  The bag was well below the max weight capacity.  This item felt flimsy from the start, I was afraid to weigh anything with it.  Never again, avoid this item.",185
551,Lord Jim,A solid reliable performer.,0,2016-09-10,5.0,"Simple, reliable scale I could use with confidence to prepare for my trip.
This is excellent value for the money. A solid performer.",132
552,Nanda Dyssou,Practical and simple,0,2016-09-10,4.0,"I bought this to measure our luggage before our last trip because we tend to go over the luggage allowance. So far it's great. Very easy to use, simple to read the screen, and it seems pretty accurate. No more surprises at the airport! Recommended. :)",251
553,ALFbrewer,Highly recommended,0,2016-09-10,5.0,Excellent.  It's lightweight and very accurate.  All my bags weighed exactly the same on the airport scales as the did when I used this scale. Highly recommended.,162
554,Eric Banks,"Simple, no-frills, low-cost, and does what it is supposed to do very well.",0,2016-09-09,5.0,"Simple, no-frills, low-cost, and does what it is supposed to do very well. Compact and easy to pack. A small cloth bag would complement this nicely.",148
555,Terry's Gal,Good deal,0,2016-09-08,5.0,Works perfectly!,16
556,Miguel Quezada,If you travel in planes you need this,0,2016-09-07,5.0,Excellent and easy to use. We are no longer the people that fix our baggage in the airport.,91
557,Jaye,No Headache to use.,0,2016-09-06,5.0,Easy to Read. Makes packing easier.,35
558,helen renda,worked great and was accurate,0,2016-09-06,5.0,just as advertised. worked great and was accurate!,50
559,Kris T,Great Way to Avoid Overweight Baggage Fees!,0,2016-09-05,5.0,"Awesome basic luggage scale, with sturdy construction and easy to use metal clips.",82
560,Fiorella Henriquez,Very accurate and handy,0,2016-09-03,5.0,Very easy to use and accurate on measures vs compare with other machines.,73
561,Diane,Four Stars,0,2016-09-02,4.0,Seems to work so far,20
562,Igor Franco,Approved,0,2016-09-02,5.0,It measures perfectly!,22
563,tamieallman,Five Stars,0,2016-09-01,5.0,Works like a charm...great buy,30
564,cdb,Will be handy for future travel.,0,2016-09-01,5.0,"I have only tried it out upon arrival. Not used for an actual pre-trip luggage check but I see no reason it won't be a great little gadget to have,",147
565,Betty Sipp,Five Stars,0,2016-08-31,5.0,nice size and will work fine and fit nin my luggage easily,58
566,haven,A basic and easy to use scale,0,2016-08-31,5.0,"A basic and easy to use scale. Gets the job done and seems accurate. Hook and strap are simple to use and appear durable. Screen is simple, but easy to read. Doesn't appear to be a backlight so light must be adequate but might not be visible in bright daylight.",261
567,jfenl421,Awesome Scale and Affordable!,4,2016-08-30,5.0,I purchased this for my recent three-leg trip across the country. It is very difficult to weigh a suitcase or duffel bag on a bathroom scale and this purchase was a long time coming. I wish I had bought one of these years ago. It is affordable and lightweight. I stuffed it in the side pocket of my carry-on back pack so I would have access to it through the check-in process for our whole group. I compared the weights on two different bags to the airline scales at three different airports and they were spot on each time. I feel confident using this scale to pack my bag right up to the weight limit.,603
568,Perry Li,Five Stars,0,2016-08-29,5.0,Works perfectly and reading is accurate,39
569,jiankai chen,Five Stars,0,2016-08-28,5.0,Niceitem,8
570,Robert Hollander,"If you want to pack your suitcase as full as you possibly can, this is a tool you can't do without.",2,2016-08-28,5.0,"For traveling on with the airlines, especially internationally, a good luggage scale is a absolute necessity to keep those people honest who are checking in my luggage. On more than one occasion, the agent reported that I was over weight when I knew I was not. When we weighed my bag on another scale, it turned out I was right.
I wore out my old luggage scale. It just stopped working. I like this one better. It looks like the strap is built better. With the other one, the strap failed after a few flights so I used Velcro strips to hold it together while I measured the weight of my luggage.",595
571,Roger Pease,Five Stars,0,2016-08-28,5.0,Looks very well made and sturdy! Was skeptical but it's pretty solid so far!,76
572,mmaurerlv,Good by Me,0,2016-08-27,5.0,"Checks against my home bath scale for accuracy. Great that it has a 2032 button battery, they are common and reasonable when a change will be needed.",149
573,Will,works,0,2016-08-25,5.0,works as expected.,18
574,Phang Chee Keong,Four Stars,0,2016-08-24,4.0,if the LCD screen with backlight would be better.,49
575,Amazon Customer,Five Stars,0,2016-08-23,5.0,Love it.,8
576,Kevin,great product,0,2016-08-22,5.0,the best,8
577,bruce,Five Stars,0,2016-08-20,5.0,small size but does a great job. easy to read.,46
578,Hector Guillen-Vicente,Five Stars,1,2016-08-20,5.0,You dont need more.,19
579,ShadowRAM,Manual doesn't include English...,2,2016-08-17,2.0,Decent scale.  Hopefully I'm not missing anything because all the ENGLISH pages are missing from the manual.,108
580,Amazon Customer,Amazon Digital Scale,1,2016-08-17,5.0,"I bought 2 scales and they are cheap, pretty accurate, and light weight. I got one for the wife since she is always asking me to weigh her luggage. This way she can do it herself.",179
581,E.K.,Easy to use,11,2016-08-16,4.0,"Works great, very easy to use. I gave it 4 stars because the scale has turned on several times in my bag due to the buttons being easily pressed. I'm afraid this will happen often and the battery will be drained when I need to use it, while traveling.",251
582,Amazon Customer,Five Stars,1,2016-08-16,5.0,good,4
583,Jesus,Ideal luggage scale.,2,2016-08-14,5.0,"This is a very simple portable scale, just lop the item you want to weight and light them both with by this handle.  it will beep and hold the number (weight) on the screen to give you plenty of times to see it, then you clear it. The scale can be changed for Metric/English weight with just one button.  Very portable.",319
584,Sorel Rogers,Broke after only a few uses,4,2016-08-14,3.0,"It was good at first until it broke after only ten or so uses. Would not recommend getting this, the cheap metal broke apart with the weight of only a 50 lb. suitcase.",167
585,Ryan,This scale is accurate to within a pound of the ...,11,2016-08-14,5.0,This scale is accurate to within a pound of the airport scale.  It allowed my wife and me to consolidate a bunch of gifts we were bringing back with us to two suit cases without worrying about going over weight.,211
586,Mrs. Smith,Five Stars,1,2016-08-12,5.0,Worked great,12
587,Omar Ghamandi,Five Stars,1,2016-08-10,5.0,Best 12 bucks I ever spend,26
588,Amazon Customer,Lifesaver,0,2016-08-09,5.0,Moving out of the country and needed to weigh my bags before boarding the plane. This was just what I needed to make sure I did not go over my 50 lbs limit! Great buy for a great price!,185
589,Alvin Sare,Four Stars,0,2016-08-08,4.0,Works well.,11
590,Dana Gandy,Great,0,2016-08-06,4.0,"I've been looking for this product for a while and was happy to see it was in Stock again.
There is a loss of screen sensitivity, which is to be expected, but you get used to it and adapt.  In any case it's still much better than a broken phone.
This is my second screen... The first one else broke but saved my phone which made it all worthwhile.",347
591,Ernie Soto Jr.,Great product with excellent price.,0,2016-07-31,5.0,Excellent product and less than half the price that it costs almost anywhere else. Works as advertised.,103
592,Percolato,"Works great, and a bargain",0,2016-07-22,5.0,"The AmazonBasics digital luggage scale works exactly like my last model did, and costs half as much. Reliable, consistent, ergonomically comfortable--no negatives (though it'd be nice if it came with a pouch or case).",217
593,penney annie,Another reviewer said this scale is accurate and small for ...,0,2016-07-22,5.0,Another reviewer said this scale is accurate and small for travel. Thought I would try it. Seems to be all that he said it is,125
594,EA~,Luggage Scale? Yeah they exist. Use this one.,0,2016-07-21,5.0,"Simple, easy to use luggage scale. I had no idea these things even existed.  Its small enough to transport with you and weigh it on the way back after shopping on your trip.  Helped calculate baggage fees and not over pay, or pay extra at airport.  Awesome.",257
595,Thor,Five Stars,0,2016-07-19,5.0,Nice for luggage,16
596,Dale Dellinger,"Accurate enough, easy and compact for travel.",2,2016-07-09,5.0,"This luggage scale is accurate enough for luggage, simple to use, and compact.  We brought it along on a trip to Greece and Rome and it allowed us to check the weight of our bags on the trip.  It's easy to switch between pounds and kilograms which came in handy at the European airports.  I'm glad I had it along -- others in our group of 19 also used it.  I'm a big fan of traveling light, but on this trip we were brining some special equipment and supplies so it was extra important that we checked the weight of the bags.",525
597,Art Thompson,Great little accurate scale. Look no further.,43,2016-07-08,4.0,"Amazon basics got everything right on this one. It's small, no frills, and does what it needs to do at a low price.
The handle may not be as nice as my other luggage scale . It doesn't have a backlit screen or a fancy Snap-on clip. But it takes up almost no space at all, so I'll be taking this one with me on trips.
One very nice feature you should be aware of - if you are weighing a heavy bag and need to use both hands, you can just use both hands on the handle and cover up the display. Just hold it still for about 5 Seconds and once the weight settles in the display will hold it for you., if you're only using one hand you can watch the display settle in and blink when it's done.
I tested it with various weights from the seven and a half pound suitcase up to 40 pounds. All six measurements I took were Dead on.
I do have another luggage scale that has a back-lit screen,slightly better handle, and a snap buckle goes around the luggage. But it is 3 times as large, so I prefer to take this one with me.",1013
598,joeyjhg2,So handy!,0,2016-07-05,5.0,"This is a terrific luggage scale. It's small enough to carry in your purse. It uses a CR2032 battery, which is included. The strap clips onto your luggage, and you lift it straight up to weigh it. After it beeps 3 times, that's the weight of your luggage. So easy, so handy, and I love it!",289
599,prisrob,Secure Digital Luggage Scale,10,2016-07-01,4.0,"The digital luggage scale is a very handy little device. I remember taking a bus trip from Portland, Ore to Seattle, and my suitcase was 60 lbs. I had to give my son books to take home, I had hoped to read. This was long before the Kindle and ebooks. Whenever I am flying I think of that moment, and I hope not to exceed 50 lbs.
An instruction book accompanies the luggage scale. However, if it had not been noted by another reviewer, I would not have known the battery was in place. A plastic strip covers the battery, and that must be removed so that the digital read out will function.  Follow directions and uncoil the luggage strap,attach the hook to the luggage, press the top button to switch on the scale, when the KCD shows 0, lift the scale gently. When the LCD shows zero, press the UNIT button to convert the weight unit, lbs to kegs. Voila, it is done.
The instruction booklet has a page for responsible disposal of the battery and the digital luggage strap. It is good to read and remind us we need to care for our Enviornment.
Recommended. prisrob 07-01-16",1071
600,Mynana,Very handy,1,2016-06-29,5.0,"This little scale is amazing. We went on a trip to Africa and had to weigh our luggage and the guy who was helping us had one of these. I knew I had to have one also, even tho I usually can't pick up and weigh myself my husband does it easily.",243
601,Satia Renee,Accurate to Within 1/10 of a LB,1,2016-06-27,5.0,"I tested this scale with several pieces of luggage using my bathroom scale which I know is very accurate.  I stepped on the scale, then stepped on it again holding first one piece of luggage and then the next.  I then used this luggage scale to see if there was a difference in the results.  I am delighted to say that the variation was slight, only 1/10 of a lb.  The luggage scale measures both lbs and kgs.  I know that we will make great use of this on our next trip and many future trips to come.  Highly recommended!",522
602,J. Leeman,"Nothing fancy, but it's a luggage scale",0,2016-06-26,5.0,"Once you get this, prepare to measure everything in your house for fun. I haven't had any issues measuring things from 3 lbs up to about 50. The trick is to loop the strap through whatever you want to weigh and hook the hook back onto the triangle metal bit. Don't try to hang things from the hook; it's not designed for that and won't hold your item most likely. The unit holds the reading after a few seconds and you must press the tare button to reset. Switches between lbs and kg. Nothing fancy, but it's a luggage scale and does the job well.",547
603,N. B. Kennedy,Great little travel scale,0,2016-06-26,4.0,"This little scale is a genius idea! My go-to luggage isn't large and I don't think I could ever exceed the airlines' weight limits, but my spouse's bag is HUGE and could easily be overpacked -- start putting shoes in there and the weight skyrockets. It couldn't be easier to clip this scale onto your bag handle, lift it up and read the weight. You can switch the readout from pounds to kilograms. I was wondering if battery replacement would be a problem, but in the manual it gives you the battery number (CR2032) and you can find them on Amazon; for instance, 
Energizer Watch/Electronic Batteries, 3 Volts, 2032)
. The scale is only 5 inches long, and 1.5 inches wide at its widest point, so you can easily pack it to use for the return trip.",746
604,Mike,Does the job - what's not to like :).,0,2016-06-25,5.0,"Some carriers will not allow you to have single items that weigh more than a certain amount so this is pretty useful device as I have tendency to underestimate the weight of an items.  It requires a watch-style 3V CR2032, which it come with, for power. It's a simple effective way to check luggage is not overweight and weight is evenly distributed among checked items. Simply loop strap through the handle turn on and lift.",424
605,Amazon Customer,Handy,1,2016-06-24,5.0,"This luggage scale will come in very handy this fall, when we take some trips.  It come packed in a cardboard box, with a manual.  It's easy to unpack.  The battery is a cr2032, and is included.  There are 2 buttons, 1 to switch from pounds to kilograms, and one to turn it on/off and zero it.  It's very intuitive to use, and seems to be in line with my bathroom scales readings.",380
606,Jacqueline,Amazon Basics Produces Another Winner,0,2016-06-22,5.0,"I got this from the Vine program to weight luggage before a trip.  The ordinary method is to step onto a bathroom scale empty handed, note the weight, pick up the packed bag, note the weight, subtract.  It works as accurately as the bathroom scale is calibrated to the airline's scale.
I have no idea how well calibrated this Luggage Scale device is to match all the various airline scales -- which I am pretty sure don't match each other.  But in ranges over 5lb's, this scale seems accurate enough.  It does allow you to calibrate with a zero-tare, and to switch units from lb to kg.
It says it weighs objects up to 110 lbs, but I couldn't lift that much.  That is one issue with this type of ""scale"" -- to get the weight of your luggage, you have to LIFT it.
It is powered by a 3V Lithium battery (CR2032) which came inside with a little plastic tab you have to pull -- no quickstart instructions to alert you to that.  The battery compartment is closed with a thumb-slide-forward intuitive cover, so when the device doesn't power up when you push the button on top that has a power symbol, you automatically turn it over looking for the battery compartment wondering if you have any batteries of the right kind.  Nice surprise, it's there and still has power.
The instruction booklet is thick, glossy paper, and contains instructions in 7 languages - English in the front. It looks formidable, but the instructions in English only take up 4 sides. It would have been better if they created the booklet so you could take it apart and keep the language you prefer.
It only has 2 buttons, but different functions (such as tare) are achieved by pressing the button again. The second button toggles lb to kg,  The weight reading flashes 3 times then under it there is the letter H displayed -- you press the power button to reset to 0.0.  It is very intuitive, so just play with it.
The cross-bar unit with the display and battery in it fit nicely in the curve of your fingers, and the strap is sturdy.  You can use this device as a hook to carry a garment bag over your shoulder.  The strap has a metal hook (shown in the Amazon page picture) that is thick, sturdy steel.  It is a rugged little thing that weighs about 3 ounces, and turns itself off after 2 minutes so you won't run down the battery.",2300
607,Greg Ehrbar,Wish I had this years ago,0,2016-06-21,5.0,"I know this sounds like one of those commercials, but:  How many times has this happened to you? You overpack your suitcase, hoping the weight won't go over, but you find yourself over the weight limit and embarrassed as you fumble through your belongings, looking for things to take out? I pack lots of books and they almost always cause this. (Best thing to do is send some things ahead of time to your destination. by the way.)
This is a compact scale that you hook onto your bags. You lift your bad with it, you get a readout and you're done. I wish I had this years ago.",575
608,M. Lee,For more than just luggage,0,2016-06-19,5.0,"When I saw this neat little scale, I knew exactly what I what I wanted it for. It's great for travel, but we often ship books from our home, and our postage scale only goes up to 25 pounds. Now, with the addition of a couple of straps (or strong twine) to hold the box, we can weigh heavier packages right at home and it saves us the inconvenience of standing in line and lugging heavier packages to to the sales counter. GREAT little device. Takes up no storage room. Just keep it in a desk drawer.",499
609,Grimmy,Makes life easier,0,2016-06-17,5.0,"A great little device for weighing your luggage. Much easier than clambering onto a bathroom scale with the luggage and subtracting the difference, which is what we had to do for years 😧 Just remember to lift slowly, don't yank, just in case your bag is beyond the weight limit.",278
610,SBCincinnati,Worried you will find out your luggage is overweight when you get to airport? This product is for you!,27,2016-06-12,5.0," Great product that is easy to use and small enough to easily stick inside your luggage when traveling.  Before using this device the first time you will want to remove the clear plastic tag around the battery.  Once that is done the scale is ready to work. I love the fact that it is so simple to use. Just slip band around luggage handle and clip, hold device horizontally, push power button on and left luggage off the ground. When number flashes three times you have your suitcase's weight. You can set the device to measure in either pounds of kilograms.  The scale is only five inches long, so it fits easily inside a purse, backpack or suitcase. Highly recommend this product to airline travelers.",704
